brand_name,generic_name,manufacturer,total_spending_2023,total_units_2023,total_claims_2023,total_beneficiaries_2023,avg_price_per_unit_2023,country,source
Epitol,Carbamazepine,Overall,457611.17,1022891.0,7887,3617.0,0.4473704139,US,Medicare Part D
Epivir,Lamivudine,Overall,102524.38,17349.0,281,39.0,9.7027050485,US,Medicare Part D
Epivir Hbv,Lamivudine,Overall,77990.64,49638.0,217,70.0,3.6474973769,US,Medicare Part D
Eplerenone,Eplerenone,Overall,29814575.67,20409666.861,256606,67162.0,1.4704510132,US,Medicare Part D
Epogen,Epoetin Alfa,Overall,7680197.3,43010.167,14097,4041.0,192.37677272,US,Medicare Part D
Eprontia,Topiramate,Overall,522146.18,307256.0,802,203.0,1.6993848127,US,Medicare Part D
Epsolay,Benzoyl Peroxide,Overall,437972.51,25680.0,803,465.0,17.055004283,US,Medicare Part D
Epzicom,Abacavir Sulfate/Lamivudine,Overall,677137.0,15116.0,439,77.0,44.796043927,US,Medicare Part D
Equetro,Carbamazepine,Overall,1205613.54,259384.0,2882,435.0,4.6622328598,US,Medicare Part D
Eraxis,Anidulafungin,Overall,593317.3,6793.0,659,146.0,87.342455469,US,Medicare Part D
Erbitux,Cetuximab,Overall,6921102.87,432715.0,710,110.0,15.980946342,US,Medicare Part D
Ergoloid Mesylates,Ergoloid Mesylates,Overall,10873.73,1966.0,14,,5.5308901322,US,Medicare Part D
Ergomar,Ergotamine Tartrate,Overall,41476.55,544.0,38,15.0,76.243658088,US,Medicare Part D
Ergotamine-Caffeine,Ergotamine Tartrate/Caffeine,Overall,3325907.1,344805.0,6591,2106.0,9.6457623874,US,Medicare Part D
Erivedge,Vismodegib,Overall,102945428.3,208859.0,7735,1719.0,492.89438473,US,Medicare Part D
Erleada,Apalutamide,Overall,1057789083.3,7909683.0,71302,11077.0,156.58442831,US,Medicare Part D
Erlotinib HCl,Erlotinib HCl,Overall,12129089.52,230787.0,6150,956.0,59.276809682,US,Medicare Part D
Ermeza,Levothyroxine Sodium,Overall,23153.58,12375.0,83,38.0,1.8709963636,US,Medicare Part D
Errin,Norethindrone,Overall,168745.56,321156.0,5563,1794.0,0.5254317528,US,Medicare Part D
Ertaczo,Sertaconazole Nitrate,Overall,941806.25,58260.0,685,323.0,16.165572434,US,Medicare Part D
Ertapenem,Ertapenem Sodium,Overall,78030977.63,5568364.736,147072,56925.0,28.842055522,US,Medicare Part D
Ery,Erythromycin Base In Ethanol,Overall,103729.05,90900.0,1371,586.0,1.1411336634,US,Medicare Part D
Ery-Tab,Erythromycin Base,Overall,26418.79,4396.0,79,34.0,6.5563597328,US,Medicare Part D
Eryped 200,Erythromycin Ethylsuccinate,Overall,80267.6,23950.0,86,22.0,3.3514655532,US,Medicare Part D
Eryped 400,Erythromycin Ethylsuccinate,Overall,75862.45,13200.0,60,,5.747155303,US,Medicare Part D
Erythrocin Lactobionate,Erythromycin Lactobionate,Overall,63777.88,2110.0,48,,30.226483412,US,Medicare Part D
Erythrocin Stearate,Erythromycin Stearate,Overall,9469.16,900.0,13,,10.521288889,US,Medicare Part D
Erythromycin,Erythromycin Base In Ethanol,Overall,1122233.51,1574529.5,26561,15092.0,0.7612630954,US,Medicare Part D
Erythromycin Ethylsuccinate,Erythromycin Ethylsuccinate,Overall,4499766.86,1677028.5,6905,1861.0,3.4654394412,US,Medicare Part D
Erythromycin*,Erythromycin Base,Overall,32875651.54,7326398.501,1377578,931761.0,3.4149208805,US,Medicare Part D
Erythromycin-Benzoyl Peroxide,Erythromycin/Benzoyl Peroxide,Overall,1093646.38,376394.325,8721,3578.0,2.9155612731,US,Medicare Part D
Esbriet,Pirfenidone,Overall,93415755.53,1749373.0,9204,1834.0,68.247197759,US,Medicare Part D
Escitalopram Oxalate,Escitalopram Oxalate,Overall,171914954.01,685324209.9,11815542,2538742.0,0.250508333,US,Medicare Part D
Esgic,Butalb/Acetaminophen/Caffeine,Overall,93940.5,17312.0,224,46.0,5.4278239849,US,Medicare Part D
Esomeprazole Magnesium,Esomeprazole Magnesium,Overall,172016820.94,189275768.2,2711609,685529.0,0.9552732349,US,Medicare Part D
Esomeprazole Sodium,Esomeprazole Sodium,Overall,39441.94,1684.0,146,,20.889573067,US,Medicare Part D
Estarylla,Norgestimate-Ethinyl Estradiol,Overall,363165.02,709831.0,12957,3423.0,0.5116218086,US,Medicare Part D
Estazolam,Estazolam,Overall,4926724.85,2636869.5,85558,13042.0,1.8683180519,US,Medicare Part D
Estrace*,Estradiol,Overall,2206620.16,351203.0,6776,2669.0,6.3417140438,US,Medicare Part D
Estradiol (Once Weekly),Estradiol,Overall,19316664.62,1457151.12,184088,47206.0,13.306109671,US,Medicare Part D
Estradiol (Twice Weekly),Estradiol,Overall,30617263.27,4075401.0,256621,70749.0,7.5334717085,US,Medicare Part D
Estradiol Valerate,Estradiol Valerate,Overall,1808246.44,68714.55,11988,4078.0,26.312260515,US,Medicare Part D
Estradiol*,Estradiol,Overall,239154624.21,184892355.69,3394970,1289816.0,2.1593834108,US,Medicare Part D
Estradiol-Norethindrone Acetat,Estradiol/Norethindrone Acet,Overall,5366558.72,2802396.0,46519,12551.0,1.9115414059,US,Medicare Part D
Estring,Estradiol,Overall,50334382.19,91507.99,91177,33506.0,550.05450551,US,Medicare Part D
Estrogel,Estradiol,Overall,1086273.59,350430.0,4587,1428.0,3.0998304654,US,Medicare Part D
Eszopiclone,Eszopiclone,Overall,25777258.99,23677139.5,641925,149281.0,1.091362031,US,Medicare Part D
Ethacrynic Acid,Ethacrynic Acid,Overall,7854685.31,1379657.0,13895,3813.0,5.7468132493,US,Medicare Part D
Ethambutol HCl,Ethambutol HCl,Overall,4091665.86,5226329.5,67922,15217.0,0.7860331525,US,Medicare Part D
Ethosuximide,Ethosuximide,Overall,2036963.66,2966916.0,14924,2145.0,0.8541892289,US,Medicare Part D
Ethynodiol-Ethinyl Estradiol,Ethynodiol D-Ethinyl Estradiol,Overall,40070.62,57426.0,1017,220.0,0.6989711414,US,Medicare Part D
Etodolac,Etodolac,Overall,12880855.64,21251851.0,257612,99162.0,0.5980198295,US,Medicare Part D
Etodolac ER,Etodolac,Overall,2347656.81,1406136.0,23370,8445.0,1.6968589119,US,Medicare Part D
Etonogestrel-Ethinyl Estradiol,Etonogestrel/Ethinyl Estradiol,Overall,698571.27,6424.0,3032,1036.0,108.74545234,US,Medicare Part D
Etopophos,Etoposide Phosphate,Overall,11490.82,105.0,13,,109.43638095,US,Medicare Part D
Etoposide*,Etoposide,Overall,21007.03,12321.41,414,132.0,1.7062633052,US,Medicare Part D
Etravirine,Etravirine,Overall,26610171.78,1616235.0,23198,2742.0,17.020371444,US,Medicare Part D
Eucrisa,Crisaborole,Overall,10407691.74,856660.0,11803,5637.0,12.149151052,US,Medicare Part D
Eulexin,Flutamide,Overall,156446.66,5106.0,34,19.0,30.639768899,US,Medicare Part D
Euthyrox,Levothyroxine Sodium,Overall,1043508.2,7414474.0,108762,51106.0,0.1407029401,US,Medicare Part D
Evamist,Estradiol,Overall,347020.13,19376.1,1414,458.0,17.909699578,US,Medicare Part D
Evekeo,Amphetamine Sulfate,Overall,110799.48,14004.0,111,25.0,7.9147145106,US,Medicare Part D
Evenity,Romosozumab-Aqqg,Overall,1024894.36,1020.24,440,145.0,1004.5620246,US,Medicare Part D
Evenity (2 Syringes),Romosozumab-Aqqg,Overall,71634310.67,69805.43,28510,6219.0,1026.1996906,US,Medicare Part D
Everolimus,Everolimus,Overall,240732669.09,2061310.976,36226,6726.0,209.5228109,US,Medicare Part D
Evista,Raloxifene HCl,Overall,1164040.52,175516.0,2802,625.0,6.6321048793,US,Medicare Part D
Evkeeza,Evinacumab-Dgnb,Overall,6739752.5,1285.8,163,16.0,5240.1448468,US,Medicare Part D
Evotaz,Atazanavir Sulfate/Cobicistat,Overall,12452839.6,219808.985,7014,805.0,56.653005336,US,Medicare Part D
Evoxac,Cevimeline HCl,Overall,1192678.15,147350.0,1006,280.0,8.0918069111,US,Medicare Part D
Evrysdi,Risdiplam,Overall,132416369.36,818800.0,4833,424.0,161.72004074,US,Medicare Part D
Excilon,Non-Adherent Bandage,Overall,264.23,2045.0,30,,0.129207824,US,Medicare Part D
Exelderm,Sulconazole Nitrate,Overall,111252.99,8430.0,188,130.0,13.641381083,US,Medicare Part D
Exelon,Rivastigmine,Overall,19709213.88,816805.0,23311,4339.0,24.13096351,US,Medicare Part D
Exemestane,Exemestane,Overall,43296868.54,11795094.5,194259,49951.0,3.6250840857,US,Medicare Part D
Exforge,Amlodipine Besylate/Valsartan,Overall,2393677.13,194893.0,3063,648.0,12.400902571,US,Medicare Part D
Exforge HCT,Amlodipine/Valsartan/HCThiazid,Overall,988025.06,77374.5,1396,316.0,12.698317461,US,Medicare Part D
Exjade,Deferasirox,Overall,2925424.28,21675.0,232,55.0,157.15556157,US,Medicare Part D
Exkivity,Mobocertinib Succinate,Overall,10334173.62,45235.0,449,120.0,228.45525854,US,Medicare Part D
Exondys-51,Eteplirsen,Overall,24497662.51,29119.2,381,17.0,838.20518331,US,Medicare Part D
Exservan,Riluzole,Overall,409028.45,7560.0,126,38.0,54.104292328,US,Medicare Part D
Extavia,Interferon Beta-1b,Overall,2035372.61,4045.0,256,59.0,503.18235105,US,Medicare Part D
Eylea,Aflibercept,Overall,73869612.59,1861.95,28723,7025.0,39673.662713,US,Medicare Part D
Eylea Hd,Aflibercept,Overall,656380.01,16.31,185,128.0,40244.022685,US,Medicare Part D
Eysuvis,Loteprednol Etabonate,Overall,10878525.73,171096.9,19453,12546.0,63.581080253,US,Medicare Part D
Ezallor Sprinkle,Rosuvastatin Calcium,Overall,114298.94,32891.0,902,509.0,3.476200385,US,Medicare Part D
Ezetimibe,Ezetimibe,Overall,290177168.42,512440340.81,6987201,1921217.0,0.5695163319,US,Medicare Part D
Ezetimibe-Simvastatin,Ezetimibe/Simvastatin,Overall,36897728.98,19304954.0,251017,65526.0,1.9086728442,US,Medicare Part D
Fabior,Tazarotene,Overall,78712.54,6150.0,61,35.0,12.798786992,US,Medicare Part D
Fabrazyme,Agalsidase Beta,Overall,39532208.19,11079.0,1817,101.0,4995.9931261,US,Medicare Part D
Falmina,Levonorgestrel/Ethin.Estradiol,Overall,59589.33,107272.0,2225,439.0,0.5554975203,US,Medicare Part D
Famciclovir,Famciclovir,Overall,7064807.94,5960707.0,124054,60825.0,1.2926039329,US,Medicare Part D
Famotidine,"Famotidine In NaCl,Iso-Osm/PF",Overall,846.32,4911.0,70,52.0,0.1723315007,US,Medicare Part D
Famotidine,Famotidine/PF,Overall,69117.85,129591.1,9139,1721.0,0.5369564575,US,Medicare Part D
Famotidine*,Famotidine,Overall,202809999.92,996904056.88,12748534,3593191.0,0.2029647103,US,Medicare Part D
Fanapt,Iloperidone,Overall,92779041.24,2109599.388,43971,4164.0,43.343178522,US,Medicare Part D
Fareston,Toremifene Citrate,Overall,87880.69,1950.0,85,,45.067020513,US,Medicare Part D
Farxiga,Dapagliflozin Propanediol,Overall,4342182307.3,222129205.0,4298827,993909.0,19.547871688,US,Medicare Part D
Fasenra,Benralizumab,Overall,69166949.95,11723.0,11680,2747.0,5900.1066237,US,Medicare Part D
Fasenra Pen,Benralizumab,Overall,172931997.75,29627.28,29525,6317.0,5836.9177916,US,Medicare Part D
Faslodex,Fulvestrant,Overall,293277.66,1660.0,163,29.0,176.67328916,US,Medicare Part D
Febuxostat,Febuxostat,Overall,56543658.77,18333911.563,308296,74956.0,3.1054756511,US,Medicare Part D
Felbamate,Felbamate,Overall,11253933.81,5159231.389,23542,2759.0,2.3813174728,US,Medicare Part D
Felbatol,Felbamate,Overall,7319135.21,501613.0,2175,327.0,16.045573365,US,Medicare Part D
Feldene,Piroxicam,Overall,28770.59,2050.0,27,,14.034434146,US,Medicare Part D
Felodipine ER,Felodipine,Overall,13199545.1,26191252.0,330362,81200.0,0.505905464,US,Medicare Part D
Femara,Letrozole,Overall,1465126.08,57503.0,1045,209.0,25.47912422,US,Medicare Part D
Femring,Estradiol Acetate,Overall,6531876.98,8877.0,8715,2894.0,735.59513452,US,Medicare Part D
Femynor,Norgestimate-Ethinyl Estradiol,Overall,3336.76,5628.0,147,76.0,0.5928855721,US,Medicare Part D
Fenofibrate,Fenofibrate,Overall,74983711.27,143772577.81,1979191,500170.0,0.5673738989,US,Medicare Part D
Fenofibrate,Fenofibrate Nanocrystallized,Overall,73526916.91,122809348.32,1835937,445258.0,0.6061475018,US,Medicare Part D
Fenofibrate,"Fenofibrate,Micronized",Overall,23423371.85,38005437.0,562399,137024.0,0.6208999048,US,Medicare Part D
Fenofibric Acid,Fenofibric Acid (Choline),Overall,12979781.59,11689682.0,161767,40800.0,1.1140783891,US,Medicare Part D
Fenoprofen Calcium,Fenoprofen Calcium,Overall,248809.86,82061.0,893,270.0,3.0558477304,US,Medicare Part D
Fentanyl,Fentanyl,Overall,98429523.36,8941071.275,895886,124042.0,10.856572406,US,Medicare Part D
Fentanyl Citrate,Fentanyl Citrate,Overall,2179042.48,81970.0,641,78.0,25.125180289,US,Medicare Part D
Fentanyl Citrate*,Fentanyl Citrate/PF,Overall,72932.96,40602.0,19469,17038.0,1.7957104908,US,Medicare Part D
Fentora,Fentanyl Citrate,Overall,1168141.73,6236.0,46,,192.96343891,US,Medicare Part D
Ferriprox,Deferiprone,Overall,3680026.47,82886.0,277,40.0,65.241748202,US,Medicare Part D
Ferriprox (2 Times A Day),Deferiprone,Overall,27724036.98,130868.0,1023,143.0,211.84733457,US,Medicare Part D
Ferriprox (3 Times A Day),Deferiprone,Overall,5515767.21,34800.0,259,41.0,158.49905776,US,Medicare Part D
Fesoterodine Fumarate ER,Fesoterodine Fumarate,Overall,30737509.12,8819111.5,171832,40133.0,3.5062722568,US,Medicare Part D
Fetroja,Cefiderocol Sulfate Tosylate,Overall,4298680.42,247038.5,1053,218.0,17.400852175,US,Medicare Part D
Fetzima,Levomilnacipran HCl,Overall,29339819.15,1757211.0,42745,6280.0,16.697743251,US,Medicare Part D
Fiasp,Insulin Aspart (Niacinamide),Overall,23960285.62,784673.0,17977,5559.0,30.535376673,US,Medicare Part D
Fiasp Flextouch,Insulin Aspart (Niacinamide),Overall,105895816.71,2676308.473,102086,35877.0,39.567866626,US,Medicare Part D
Fiasp Penfill,Insulin Aspart (Niacinamide),Overall,1637026.9,43332.0,1603,661.0,37.778706268,US,Medicare Part D
Fiasp Pumpcart,Insulin Aspart/B3/Pump Cart,Overall,16617.21,432.0,15,,38.465763889,US,Medicare Part D
Filspari,Sparsentan,Overall,4777835.97,13852.0,426,112.0,344.81881222,US,Medicare Part D
Finacea,Azelaic Acid,Overall,2487069.28,288200.0,5349,2805.0,8.6355540641,US,Medicare Part D
Finasteride,Finasteride,Overall,111453115.68,480163834.7,6892281,1723562.0,0.2320461689,US,Medicare Part D
Fingolimod,Fingolimod HCl,Overall,109017450.37,724170.0,23232,2875.0,150.80271672,US,Medicare Part D
Fintepla,Fenfluramine HCl,Overall,17962601.18,338342.0,1166,160.0,53.090072116,US,Medicare Part D
Finzala,Norethindrone-E.Estradiol-Iron,Overall,17798.46,9128.0,184,49.0,1.9498751096,US,Medicare Part D
Fioricet,Butalb/Acetaminophen/Caffeine,Overall,995139.06,146673.0,1713,356.0,6.7847460678,US,Medicare Part D
Fioricet With Codeine,Butalbit/Acetamin/Caff/Codeine,Overall,290596.5,19044.0,232,32.0,15.259215501,US,Medicare Part D
Firazyr,Icatibant Acetate,Overall,56351521.26,14976.0,920,213.0,3762.7885457,US,Medicare Part D
Firdapse,Amifampridine Phosphate,Overall,146333211.56,642638.0,3248,356.0,227.70706301,US,Medicare Part D
Firmagon,Degarelix Acetate,Overall,1180364.11,2098.0,1842,384.0,540.65971326,US,Medicare Part D
Firvanq,Vancomycin HCl,Overall,1182924.32,1388171.75,7239,4351.0,0.869003522,US,Medicare Part D
Flac Otic Oil,Fluocinolone Acetonide Oil,Overall,1841.29,460.0,23,18.0,4.0028043478,US,Medicare Part D
Flarex,Fluorometholone Acetate,Overall,4002192.14,150982.6,27689,15372.0,26.502883593,US,Medicare Part D
Flavoxate HCl,Flavoxate HCl,Overall,514837.68,545574.0,5871,1990.0,0.9437437564,US,Medicare Part D
Flecainide Acetate,Flecainide Acetate,Overall,72390755.96,159405591.44,1172795,300093.0,0.458036007,US,Medicare Part D
Flector,Diclofenac Epolamine,Overall,2379945.59,214002.0,3437,937.0,11.121137139,US,Medicare Part D
Fleqsuvy,Baclofen,Overall,830841.15,133638.0,398,92.0,6.2171025457,US,Medicare Part D
Flexbumin,Albumin Human,Overall,45032.96,37200.0,28,,1.2105634409,US,Medicare Part D
Flolan,Epoprostenol Sodium (Glycine),Overall,470730.28,10189.0,57,,46.19985082,US,Medicare Part D
Flolipid,Simvastatin,Overall,5400.04,2925.0,16,,1.848045,US,Medicare Part D
Flomax,Tamsulosin HCl,Overall,2408757.98,252533.0,2824,891.0,9.538388963,US,Medicare Part D
Flovent Diskus,Fluticasone Propionate,Overall,48304452.08,12121126.2,146409,46104.0,3.9673287039,US,Medicare Part D
Flovent HFA,Fluticasone Propionate,Overall,394517812.69,14532367.5,963296,319369.0,26.971758822,US,Medicare Part D
Fluconazole,Fluconazole,Overall,41328702.51,25574979.885,3509490,2001592.0,2.3393923211,US,Medicare Part D
Fluconazole-NaCl,"Fluconazole In NaCl,Iso-Osm",Overall,112319.57,1658171.8,1764,641.0,0.0726364782,US,Medicare Part D
Flucytosine,Flucytosine,Overall,17487146.9,322529.0,4768,2899.0,52.750978023,US,Medicare Part D
Fludrocortisone Acetate,Fludrocortisone Acetate,Overall,13046505.83,28749262.77,463362,110294.0,0.4546132141,US,Medicare Part D
Flumazenil,Flumazenil,Overall,64244.46,36424.5,7155,6305.0,1.7630822802,US,Medicare Part D
Flunisolide,Flunisolide,Overall,4127120.65,2026303.833,57560,21192.0,2.0351571982,US,Medicare Part D
Fluocinolone Acetonide,Fluocinolone Acetonide,Overall,9589481.26,10826964.039,133950,80799.0,1.0230885901,US,Medicare Part D
Fluocinolone Acetonide,Fluocinolone/Shower Cap,Overall,5408836.33,8469531.129,68780,40323.0,0.6383440709,US,Medicare Part D
Fluocinolone Acetonide Oil,Fluocinolone Acetonide Oil,Overall,11006606.65,3718829.214,154576,110490.0,2.9000751615,US,Medicare Part D
Fluocinonide,Fluocinonide,Overall,46931921.62,40344234.962,698314,379768.0,1.1044310609,US,Medicare Part D
Fluocinonide-E,Fluocinonide/Emollient Base,Overall,989741.86,647590.03,11596,6555.0,1.5222040547,US,Medicare Part D
Fluoride,Fluoride (Sodium),Overall,5649.37,49065.5,891,228.0,0.1167607426,US,Medicare Part D
Fluoridex,Fluoride (Sodium),Overall,558103.33,3182806.0,19615,9352.0,0.1753494652,US,Medicare Part D
Fluorometholone,Fluorometholone,Overall,28583157.58,2199971.0,339215,168211.0,12.99251562,US,Medicare Part D
Fluorouracil*,Fluorouracil,Overall,52836156.78,23206650.149,575539,500442.0,2.3950399803,US,Medicare Part D
Fluoxetine Dr,Fluoxetine HCl,Overall,1314146.35,45773.0,6297,1094.0,28.710076901,US,Medicare Part D
Fluoxetine HCl,Fluoxetine HCl,Overall,104951776.49,514523270.82,7183348,1427221.0,0.217141363,US,Medicare Part D
Fluphenazine Decanoate,Fluphenazine Decanoate,Overall,9172838.0,408755.896,79613,11896.0,22.452475092,US,Medicare Part D
Fluphenazine HCl*,Fluphenazine HCl,Overall,49822432.81,13251994.197,220461,25724.0,3.891966546,US,Medicare Part D
Flurandrenolide,Flurandrenolide,Overall,128760.65,65865.0,432,260.0,1.9549176346,US,Medicare Part D
Flurazepam HCl,Flurazepam HCl,Overall,392.49,599.0,23,23.0,0.6509588237,US,Medicare Part D
Flurbiprofen,Flurbiprofen,Overall,861458.2,1288545.0,17661,7463.0,0.6685511177,US,Medicare Part D
Flurbiprofen Sodium,Flurbiprofen Sodium,Overall,681212.32,57379.0,14608,8299.0,11.872153924,US,Medicare Part D
Fluticasone Propionate HFA,Fluticasone Propionate,Overall,25700617.42,1170975.8,88340,55021.0,21.760307307,US,Medicare Part D
Fluticasone Propionate*,Fluticasone Propionate,Overall,201536223.71,294139968.22,12165417,4902813.0,0.6853154769,US,Medicare Part D
Fluticasone-Salmeterol,Fluticasone Propion/Salmeterol,Overall,414349616.14,121280122.73,1468371,464129.0,15.054527353,US,Medicare Part D
Fluticasone-Salmeterol HFA,Fluticasone Propion/Salmeterol,Overall,8385211.13,255889.0,19128,12979.0,32.653645321,US,Medicare Part D
Fluticasone-Vilanterol,Fluticasone/Vilanterol,Overall,51657377.57,8829462.6,129799,78318.0,5.85089238,US,Medicare Part D
Fluvastatin ER,Fluvastatin Sodium,Overall,4490088.93,1122330.0,15065,4086.0,4.0024008507,US,Medicare Part D
Fluvastatin Sodium,Fluvastatin Sodium,Overall,4442117.97,1506614.0,19892,6093.0,2.95192827,US,Medicare Part D
Fluvoxamine Maleate,Fluvoxamine Maleate,Overall,17850812.62,25187217.931,384679,51310.0,0.721354652,US,Medicare Part D
Fluvoxamine Maleate ER,Fluvoxamine Maleate,Overall,8553249.07,1244192.0,21851,3459.0,6.8906927518,US,Medicare Part D
Fml,Fluorometholone,Overall,243509.56,8697.0,1286,901.0,27.999259515,US,Medicare Part D
Fml Forte,Fluorometholone,Overall,886760.17,25292.0,3431,2161.0,35.06089554,US,Medicare Part D
Focalin,Dexmethylphenidate HCl,Overall,93336.63,68490.0,829,183.0,1.3412476942,US,Medicare Part D
Focalin XR,Dexmethylphenidate HCl,Overall,1884657.7,127996.0,3495,801.0,14.757667963,US,Medicare Part D
Folic Acid*,Folic Acid,Overall,4026806.32,69042058.443,971473,271059.0,0.0584602856,US,Medicare Part D
Folivane-Ob,Mvn-Min 74/Iron Fum/Iron/FA,Overall,3266.59,4220.0,84,24.0,0.7740734597,US,Medicare Part D
Fondaparinux Sodium,Fondaparinux Sodium,Overall,19130083.02,213490.3,13028,2688.0,89.559407672,US,Medicare Part D
Forfivo XL,Bupropion HCl,Overall,413553.28,26295.0,581,150.0,15.727449325,US,Medicare Part D
Formoterol Fumarate,Formoterol Fumarate,Overall,6380402.72,1002508.0,12748,3044.0,6.3800309682,US,Medicare Part D
Forteo,Teriparatide,Overall,425012974.57,244836.72,97244,15602.0,1735.9037262,US,Medicare Part D
Fortesta,Testosterone,Overall,20322.41,3060.0,35,18.0,6.6413104575,US,Medicare Part D
Fosamax,Alendronate Sodium,Overall,449342.49,12455.0,1400,424.0,36.077277399,US,Medicare Part D
Fosamax Plus D,Alendronate Sodium/Vitamin D3,Overall,603529.88,11938.0,1890,642.0,50.556566626,US,Medicare Part D
Fosamprenavir Calcium,Fosamprenavir Calcium,Overall,1801335.92,125892.0,1493,180.0,14.355503153,US,Medicare Part D
Fosaprepitant Dimeglumine,Fosaprepitant Dimeglumine,Overall,544954.57,4267.0,2446,691.0,136.42870851,US,Medicare Part D
Fosfomycin Tromethamine,Fosfomycin Tromethamine,Overall,17516894.45,270311.31,100855,55751.0,64.821599032,US,Medicare Part D
Fosinopril Sodium,Fosinopril Sodium,Overall,5895712.95,18691523.0,211268,50736.0,0.3177200167,US,Medicare Part D
Fosinopril-Hydrochlorothiazide,Fosinopril/Hydrochlorothiazide,Overall,877872.35,1254795.0,13015,3301.0,0.7012574646,US,Medicare Part D
